Address,Allocation %
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.014798265
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.008945252
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.016544605
0xDF7fa906DA092cC30F868C5730c944F4D5431e17,0.016310222
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.015478664
0x09dEfda01Bf18E5c31496E486d41E387c8a2B201,0.175466087
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.01226215
0x90F15E09B8Fb5BC080B968170C638920Db3A3446,0.012884678
0x6C6418d85470512D0B79Ad5b7Fdcc6ddEFFE1835,0.014166605
0x21caDed0E50b60646af532E37D3124cF2669752B,0.072423653
0x21caDed0E50b60646af532E37D3124cF2669752B,0.07146835
0x21caDed0E50b60646af532E37D3124cF2669752B,0.070354295
0x21caDed0E50b60646af532E37D3124cF2669752B,0.071291495
0x21caDed0E50b60646af532E37D3124cF2669752B,0.069703501
0x21caDed0E50b60646af532E37D3124cF2669752B,0.069533873
0x21caDed0E50b60646af532E37D3124cF2669752B,0.067400226
0x21caDed0E50b60646af532E37D3124cF2669752B,0.066498354
0x21caDed0E50b60646af532E37D3124cF2669752B,0.03465476
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.277171819
0x0F613b6D34cEa2a4C310764905ff20d3b5aE02c8,0.021639176
0xD3f925042d39c23E7126e140AD1423142721C97C,0.009008232
0x27132F6d5103CAeE85569d2980B628F168B3b229,0.018082833
0x06D9BE10646097AE89A3A1A07cEa3E733c773574,0.074133759
0x738dd7b22960dBE359ce10727906CD7AaF71020B,0.401411223
0x0D0a38e64eD3FB480f42d9b15D0cb8dE7b77A7Bd,0.59436202
0x6032F347dAC7eAff74B972e8aCeEBF23145d9C94,0.030035648
0x21caDed0E50b60646af532E37D3124cF2669752B,0.085007429
0x6032F347dAC7eAff74B972e8aCeEBF23145d9C94,0.002084537
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.003345435
0xB406F29C62b94A717B2714A4982E307e828FFaFa,0.001118213
0xafA8F1a3C07bFA89a3225462f9be8e72708911Cc,0.001101809
0x09dEfda01Bf18E5c31496E486d41E387c8a2B201,0.11951159
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.485808443
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.30752387
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.262443486
0x4b67945A88B434f22eC1308aD89769FD35127A5F,0.01779413
0x0D0a38e64eD3FB480f42d9b15D0cb8dE7b77A7Bd,0.023901023
0x738dd7b22960dBE359ce10727906CD7AaF71020B,0.329196599
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.016883315
0xCE452F6779f6Cb2FC17c059f9F3ecA58B9D64E44,0.019863804
0xf7225c5358BcCDdC0542211fa4c9cB2d341D300f,0.010134387
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.011863629
0x3255f62BbD1317ed1590228f287be8D602d78443,0.014858274
0x82E58C513552024F71D8BaA0FFE0A5C230713Ae3,0.016808027
0x82E58C513552024F71D8BaA0FFE0A5C230713Ae3,0.016808027
0xfF2AD84b31f046dECC8A4F627c7cf81fe61FF54b,0.282377977
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.028117839
0xA1aEa7f70cEa426440a307deAaEed24A5cFb571c,0.028071093
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.018163558
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.017198423
0x26b75DBf4A2C2512bB2a14105A57313d1cCA6d40,0.036075834
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.017475573
0x21caDed0E50b60646af532E37D3124cF2669752B,0.167795642
0x21caDed0E50b60646af532E37D3124cF2669752B,0.16693571
0x21caDed0E50b60646af532E37D3124cF2669752B,0.15902144
0x21caDed0E50b60646af532E37D3124cF2669752B,0.162086579
0x21caDed0E50b60646af532E37D3124cF2669752B,0.163953035
0x21caDed0E50b60646af532E37D3124cF2669752B,0.128104582
0x171df4D197679e52881EE54856FeaF7B46A12dE0,0.05429989
0x7AFe134BAd08E70f3143c5212955239Ade95364d,0.011863617
0x9Ca3eFa0376214ca8d829C5e55a04fFF4e505887,5.55E-06
0x9Ca3eFa0376214ca8d829C5e55a04fFF4e505887,0.001852521
0x4b7292679D439CCd83B972A5fF848b47391AFfCA,1.77E-07
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.01704122
0xB406F29C62b94A717B2714A4982E307e828FFaFa,0.002179026
0xB406F29C62b94A717B2714A4982E307e828FFaFa,0.001463362
0xf7225c5358BcCDdC0542211fa4c9cB2d341D300f,0.000447398
0x2B185C762F6Fb49a07116EC06B238B58Fe2BeC53,0.012018006
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.926841263
0x82E58C513552024F71D8BaA0FFE0A5C230713Ae3,0.040623009
0xF10F7720f3737706441e351B0723C204Cea64a9a,0.072868384
0x8C74aaD7a7daC4feF064145eAe2bcbF97c3547f7,0.016700087
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.053466461
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.040868831
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.053466455
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.053466455
0x7aA95f5E4A40224E1cc12ebD2dD7152e5Ca6F765,0.056160981
0xCE452F6779f6Cb2FC17c059f9F3ecA58B9D64E44,0.087139216
0x98DEEef4f4eb07019F8Ca67F0896a346C41587D4,0.000240986
0xA1aEa7f70cEa426440a307deAaEed24A5cFb571c,0.099663164
0xA1aEa7f70cEa426440a307deAaEed24A5cFb571c,0.124573648
0x0f7eD66CDA30c3e702e4A975E3f1a4A17bf15E92,0.001447466
0x8f94d91b390FE43C935cd0bCD1F40845DCc44bb7,0.003291858
0x96B9D9a5cFe8c572DeF7588d31f7921138794e24,0.041021276
0x47354d298986326887f758361199AE6057Bb17db,0.004961804
0xAf86f48f891b05ae9F9115347F52E3bb4868E003,0.016489367
0x47F98FA3a3f8d8A62d99d112cE74e68B8dE79F89,0.0481931
0x0d0021352C9532Ba644B34C1073e84A10d3191D5,5.82E-05
0x48A1e3c67698ee0707DEF7F1cf6A6F2aB244BE22,0.02171734
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.058124292
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.057500937
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.057518452
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.054001379
0x8DdD3460376bE2b3148431a2c683De2666cb19Fb,0.053441777
0x1BbCB220D0a23281Fc0c51F43Ad49e03Dbe5FA96,0.192214592
0xFDa16932cd56B9dCaB6877df96c3A6bbc6CB33c0,1.99E-05
0xFDa16932cd56B9dCaB6877df96c3A6bbc6CB33c0,0.005316362
0xe08C14193A8016ce452A3B01F989f40D97e33c9B,0.000127922
0xac6be2B90c939648B2980D048A0E20b61f3c7771,0.097204145
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.049299657
0xE77B5ff8c07BCAD515B547BBcD8F628F005Ca6e7,0.00084377
0x8A506e114DC4fD1d09878336a12bc45749A56174,0.01004249
0xC7410f107D4b7172c7D7AC333784bd6F3Daebc78,0.037462958
0x3255f62BbD1317ed1590228f287be8D602d78443,0.032834183
0xaA50a708D23DEcB0851b1f76ecf3177335434124,1.69E-05
0xaA50a708D23DEcB0851b1f76ecf3177335434124,0.000131264
0xaA50a708D23DEcB0851b1f76ecf3177335434124,1.02E-05
0x56fB9bbDA3322074A2f68C523cc67d4a0927089e,9.96E-07
0x64ae4132Bbed92F21978A04cf9818632760A2D4D,0.124861517
0x1BbCB220D0a23281Fc0c51F43Ad49e03Dbe5FA96,0.191765297
0x7515045737138efD35298e227C3D5C9F2a12349A,0.000743241
0xE5eadbCEe122195a95187491B1fe454c21992B1d,0.007812966
0xaDc8dF2B06E897972940CfeB9Daf96A61133a456,0.083596229
0xA6Ed9AdF3531eDC76Dd1880A1Bf4427aC2501949,0.145471471
0x7117E0Ff74F701a54ab727eb5323dA47Fe6AE037,0.024110033
0x0F613b6D34cEa2a4C310764905ff20d3b5aE02c8,0.047440806
0x60BC5E0440C867eEb4CbcE84bB1123fad2b262B1,0.00680265
0x21caDed0E50b60646af532E37D3124cF2669752B,0.094877584
0x21caDed0E50b60646af532E37D3124cF2669752B,0.094877582
0x21caDed0E50b60646af532E37D3124cF2669752B,0.094877578
0x21caDed0E50b60646af532E37D3124cF2669752B,0.094972757
0x21caDed0E50b60646af532E37D3124cF2669752B,0.095444246
0x21caDed0E50b60646af532E37D3124cF2669752B,0.095457641
0x21caDed0E50b60646af532E37D3124cF2669752B,0.095457641
0x21caDed0E50b60646af532E37D3124cF2669752B,0.094965209
0x21caDed0E50b60646af532E37D3124cF2669752B,0.094877534
0x112D8df6507692e95aA7AdE3A889cBAFc2e7c1Be,0.214285714
0x68f3Ed374Ab786A5b8eA959c89C4F06e83f52FC1,0.214285714
0x112D8df6507692e95aA7AdE3A889cBAFc2e7c1Be,0.214285714
0x112D8df6507692e95aA7AdE3A889cBAFc2e7c1Be,0.214285714
0xA88E8E6212D50b7Fa8EE7051E37e1284261e0b94,0.214285714
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.214285714
0x09dEfda01Bf18E5c31496E486d41E387c8a2B201,0.214285714
0x8C74aaD7a7daC4feF064145eAe2bcbF97c3547f7,0.214285714
0x726461FA6e788bd8a79986D36F1992368A3e56eA,0.214285714
0x8C74aaD7a7daC4feF064145eAe2bcbF97c3547f7,0.214285714
0x8C74aaD7a7daC4feF064145eAe2bcbF97c3547f7,0.214285714
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.214285714
0x8336D63cf4FA299476B121A6930C691A293a7a79,0.214285714
